,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
276,H950,2013,1.0,0,V,N,O,R,14800.0,4,1960.0,8,6083,
277,H951,2015,1.0,0,V,V,V,U,4700.0,4,1960.0,   .,6083,
278,H9513,2012,1.0,1,V,N,O,R,5310.0,4,1965.0,7,6083,
279,H9515,2016,0.99726776,1,V,N,O,R,5310.0,4,1965.0,7,6083,
280,H11569,2013,0.698630137,1,V,N,O,R,413.0,4,1960.0,2,6085,
281,H12453,2012,1.0,1,N,V,V,U,860.0,4,1988.0,   .,6085,
282,H12454,2013,0.161643836,1,N,V,V,U,860.0,4,1988.0,   .,6085,
283,H10406,2014,1.0,0,V,N,O,R,8113.0,4,1973.0,7,6088,
284,H10766,2013,1.0,0,V,N,O,R,510.0,4,1989.0,4,6088,
285,H10789,2014,1.0,0,N,V,V,U,140.0,4,1960.0,   .,6088,
286,H10985,2014,0.0,1,N,V,V,U,700.0,4,1960.0,   .,6088,
287,H11013,2012,1.0,1,V,N,O,R,400.0,4,1956.0,3,6088,
288,H11014,2013,1.0,1,V,N,O,R,400.0,4,1956.0,3,6088,
289,H11036,2016,1.0,1,N,V,V,U,380.0,4,1960.0,   .,6088,
290,H11206,2013,0.580821918,0,N,V,V,U,4410.0,4,1988.0,   .,6088,
291,H11667,2012,1.0,0,N,V,V,U,2300.0,4,1980.0,   .,6088,
292,H11712,2012,1.0,0,N,V,V,U,596.0,4,1960.0,   .,6088,
293,H11913,2012,1.0,0,N,V,V,U,820.0,4,1980.0,   .,6088,
294,H12103,2012,1.0,1,N,V,V,U,2300.0,4,1980.0,   .,6088,
295,H12114,2014,0.126027397,1,N,V,V,U,880.0,4,1980.0,   .,6088,
296,H12160,2013,1.0,0,N,V,V,U,340.0,4,1980.0,   .,6088,
297,H12161,2014,1.0,0,N,V,V,U,340.0,4,1980.0,   .,6088,
298,H12162,2015,0.079452055,0,N,V,V,U,340.0,4,1980.0,   .,6088,
299,H12212,2013,1.0,1,N,V,V,U,1400.0,4,1980.0,   .,6088,
300,H12491,2013,1.0,0,V,N,O,R,360.0,4,1930.0,4,6088,
301,H748,2013,0.619178082,0,V,N,O,R,2880.0,4,1970.0,4,6088,
302,H76,2013,0.575342466,1,V,V,V,U,3000.0,4,1980.0,   .,6088,
303,H7689,2013,1.0,1,N,V,V,U,150.0,4,1960.0,   .,6088,
304,H8302,2012,1.0,0,V,N,O,R,1894.0,4,1856.0,5,6088,
305,H8304,2013,0.739726027,0,V,N,O,R,675.0,4,1950.0,4,6088,
306,H8305,2014,0.336986301,0,V,V,V,U,200.0,4,1960.0,   .,6088,
307,H8306,2012,1.0,0,V,N,O,R,510.0,4,1960.0,2,6088,
308,H8307,2012,1.0,0,N,V,V,U,350.0,4,1980.0,   .,6088,
309,H8313,2014,1.0,1,V,N,O,R,2169.0,4,1920.0,6,6088,
310,H8318,2013,1.0,0,N,V,V,U,70.0,4,,   .,6088,
311,H8365,2012,1.0,0,V,N,O,R,300.0,4,1990.0,3,6088,
312,H8366,2013,1.0,0,V,N,O,R,300.0,4,1990.0,3,6088,
313,H8367,2015,0.98630137,0,V,N,O,R,300.0,4,1990.0,3,6088,
314,H8462,2014,1.0,0,N,V,V,U,320.0,4,,   .,6088,
315,H8465,2014,1.0,0,N,V,V,U,3200.0,4,,   .,6088,
316,H8594,2016,0.99726776,0,N,V,V,U,577.0,4,,   .,6088,
317,H8596,2012,1.0,0,N,V,V,U,400.0,4,,   .,6088,
318,H8727,2013,0.246575342,0,N,V,V,U,1500.0,4,,   .,6088,
319,H8728,2012,1.0,0,N,V,V,U,2300.0,4,,   .,6088,
320,H8729,2012,1.0,0,N,V,V,U,1125.0,4,,   .,6088,
321,H8731,2016,0.99726776,0,N,V,V,U,684.0,4,,   .,6088,
322,H8733,2012,1.0,0,N,V,V,U,1935.0,4,,   .,6088,
323,H8735,2014,1.0,0,N,V,V,U,600.0,4,,   .,6088,
324,H8737,2013,0.375342466,0,N,V,V,U,2123.0,4,,   .,6088,
325,H8741,2012,0.745901639,0,N,V,V,U,336.0,4,1960.0,   .,6088,
326,H8746,2012,0.06284153,0,N,V,V,U,955.0,4,,   .,6088,
327,H8747,2013,1.0,0,N,V,V,U,3604.0,4,,   .,6088,
328,H8748,2013,0.684931507,0,N,V,V,U,680.0,4,,   .,6088,
329,H8749,2012,1.0,0,N,V,V,U,320.0,4,,   .,6088,
330,H8750,2014,1.0,0,N,V,V,U,824.0,4,1960.0,   .,6088,
331,H8752,2016,0.967213115,0,N,V,V,U,2900.0,4,,   .,6088,
332,H8754,2014,1.0,0,N,V,V,U,779.0,4,,   .,6088,
333,H8756,2015,1.0,0,V,N,O,R,4349.0,4,1950.0,7,6088,
334,H8757,2014,1.0,0,V,N,O,R,2905.0,4,1950.0,7,6088,
335,H8758,2015,1.0,0,V,N,O,R,2905.0,4,1950.0,7,6088,
336,H8759,2012,1.0,0,N,V,V,U,393.0,4,,   .,6088,
337,H8760,2014,1.0,0,N,V,V,U,892.0,4,,   .,6088,
338,H8761,2015,0.983561644,0,N,V,V,U,936.0,4,,   .,6088,
339,H8762,2016,0.967213115,0,N,V,V,U,936.0,4,,   .,6088,
340,H8767,2016,0.99726776,0,N,V,V,U,1500.0,4,,   .,6088,
341,H8773,2013,1.0,0,V,N,O,R,2280.0,4,1957.0,4,6088,
342,H8774,2014,1.0,0,V,N,O,R,2280.0,4,1957.0,4,6088,
343,H8775,2013,1.0,0,V,V,V,U,450.0,4,1960.0,   .,6088,
344,H8777,2015,1.0,0,N,V,V,U,450.0,4,,   .,6088,
345,H8780,2016,1.0,0,N,V,V,U,1356.0,4,,   .,6088,
346,H8782,2013,1.0,0,N,V,V,U,448.0,4,,   .,6088,
347,H8783,2014,1.0,0,N,V,V,U,448.0,4,,   .,6088,
348,H8784,2016,1.0,0,N,V,V,U,448.0,4,,   .,6088,
349,H8786,2016,1.0,0,N,V,V,U,770.0,4,,   .,6088,
350,H8828,2015,0.542465753,0,N,V,V,U,4640.0,4,,   .,6088,
351,H9140,2012,1.0,1,V,V,V,U,320.0,4,1980.0,   .,6088,
352,H9141,2012,1.0,1,N,V,V,U,432.0,4,,   .,6088,
353,H9142,2014,1.0,1,V,V,V,U,432.0,4,,   .,6088,
354,H9143,2015,1.0,1,V,V,V,U,432.0,4,,   .,6088,
355,H9145,2013,1.0,1,N,V,V,U,250.0,4,,   .,6088,
356,H9147,2013,1.0,1,N,V,V,U,4990.0,4,,   .,6088,
357,H9148,2015,1.0,1,N,V,V,U,4990.0,4,,   .,6088,
358,H9149,2013,1.0,1,N,V,V,U,300.0,4,,   .,6088,
359,H9151,2012,1.0,1,N,V,V,U,394.0,4,,   .,6088,
360,H9152,2012,1.0,1,N,V,V,U,450.0,4,,   .,6088,
361,H9153,2012,1.0,1,N,V,V,U,950.0,4,,   .,6088,
362,H9154,2012,1.0,1,N,V,V,U,630.0,4,,   .,6088,
363,H9155,2012,1.0,1,N,V,V,U,910.0,4,,   .,6088,
364,H9206,2012,0.868852459,1,V,V,V,U,600.0,4,1988.0,   .,6088,
365,H9207,2012,1.0,1,N,V,V,U,2600.0,4,,   .,6088,
366,H9436,2012,0.325136612,1,N,V,V,U,4250.0,4,,   .,6088,
367,H9439,2013,1.0,1,N,V,V,U,1850.0,4,,   .,6088,
368,H9440,2015,1.0,1,N,V,V,U,1850.0,4,,   .,6088,
369,H9441,2012,0.084699454,1,N,V,V,U,980.0,4,,   .,6088,
370,H9442,2012,0.24863388,1,N,V,V,U,1700.0,4,,   .,6088,
371,H9443,2012,0.24863388,1,N,V,V,U,443.0,4,,   .,6088,
372,H9444,2012,0.663934426,1,N,V,V,U,1000.0,4,,   .,6088,
373,H9445,2012,0.24863388,1,N,V,V,U,600.0,4,,   .,6088,
374,H9447,2012,0.24863388,1,N,V,V,U,1122.0,4,1980.0,   .,6088,
375,H9740,2013,1.0,0,V,N,O,R,300.0,4,1950.0,3,6088,
376,H9851,2015,1.0,0,V,N,O,R,2800.0,4,1920.0,6,6088,
377,H9948,2013,1.0,0,V,N,O,R,320.0,4,1950.0,3,6088,
378,H11990,2016,0.99726776,0,N,V,V,U,1580.0,4,1980.0,   .,6095,
379,H10991,2012,1.0,0,N,V,V,U,12000.0,4,1980.0,   .,6104,
380,H10992,2016,0.99726776,0,N,V,V,U,12000.0,4,1980.0,   .,6104,
381,H11052,2016,0.090163934,0,N,V,V,U,480.0,4,1980.0,   .,6104,
382,H11830,2012,1.0,0,N,V,V,U,4800.0,4,1980.0,   .,6104,
383,H7616,2015,1.0,0,N,V,V,U,2100.0,4,1980.0,   .,6104,
384,H7905,2013,1.0,1,N,V,V,U,350.0,4,1960.0,   .,6104,
385,H8814,2013,1.0,0,N,V,V,U,675.0,4,1980.0,   .,6104,
386,H8823,2013,1.0,0,N,V,V,U,1800.0,4,1980.0,   .,6104,
387,H8824,2014,0.328767123,0,N,V,V,U,1800.0,4,1980.0,   .,6104,
388,H8825,2012,1.0,0,N,V,V,U,300.0,4,1980.0,   .,6104,
389,H8831,2012,1.0,0,V,N,O,R,2685.0,4,1989.0,4,6104,
390,H8835,2014,0.235616438,0,N,V,V,U,2201.0,4,,   .,6104,
391,H8838,2013,1.0,0,V,V,V,U,697.0,4,1980.0,   .,6104,
392,H8852,2014,1.0,0,N,V,V,U,5200.0,4,,   .,6104,
393,H8860,2013,1.0,0,V,N,O,R,11200.0,4,1995.0,7,6104,
394,H8908,2013,1.0,0,V,N,O,R,2500.0,4,1975.0,6,6104,
395,H8910,2016,1.0,0,V,N,O,R,2500.0,4,1975.0,6,6104,
396,H8923,2016,1.0,0,V,N,O,R,1203.0,4,2002.0,3,6104,
397,H8931,2012,1.0,0,N,V,V,U,990.0,4,,   .,6104,
398,H8932,2013,1.0,0,N,V,V,U,990.0,4,,   .,6104,
399,H949,2016,1.0,0,V,V,V,U,9700.0,4,1980.0,   .,6104,
400,H8455,2014,1.0,0,N,V,V,U,1800.0,4,,   .,6121,
401,H8456,2016,0.99726776,0,N,V,V,U,1800.0,4,,   .,6121,
402,H8457,2012,0.472677596,0,N,V,V,U,360.0,4,,   .,6121,
403,H8458,2012,1.0,0,V,N,O,R,2000.0,4,1954.0,4,6121,
404,H8579,2012,1.0,0,N,V,V,U,5250.0,4,,   .,6123,
405,H8580,2013,1.0,1,N,V,V,U,2500.0,4,,   .,6123,
406,H8581,2015,1.0,1,N,V,V,U,2500.0,4,,   .,6123,
407,H8582,2016,1.0,1,N,V,V,U,2500.0,4,,   .,6123,
408,H8586,2012,1.0,0,N,V,V,U,2450.0,4,,   .,6123,
409,H8587,2013,1.0,0,N,V,V,U,2450.0,4,,   .,6123,
410,H8590,2013,0.789041096,0,N,V,V,U,1875.0,4,,   .,6123,
411,H8592,2013,1.0,0,N,V,V,U,3342.0,4,,   .,6123,
412,H8593,2015,0.495890411,0,N,V,V,U,3342.0,4,,   .,6123,
413,H8595,2012,1.0,0,V,V,V,U,6000.0,4,,   .,6123,
414,H8751,2015,1.0,0,N,V,V,U,1813.0,4,,   .,6123,
415,H9981,2013,0.915068493,0,V,N,O,R,5000.0,4,1980.0,4,6123,
416,H9982,2012,1.0,0,V,N,O,R,2400.0,4,1982.0,2,6123,
417,H8809,2012,1.0,0,V,N,O,R,4000.0,4,1960.0,5,6136,
418,H8810,2013,1.0,0,V,N,O,R,4000.0,4,1960.0,5,6136,
419,H8521,2013,0.438356164,0,V,N,O,R,4060.0,4,1981.0,2,6138,
420,H8725,2012,1.0,0,V,N,O,R,400.0,4,1950.0,3,6147,
421,H8726,2016,1.0,0,V,N,O,R,400.0,4,1950.0,3,6147,
422,H8844,2013,1.0,0,V,N,O,R,730.0,4,1960.0,6,6150,
423,H8845,2016,0.99726776,0,V,N,O,R,730.0,4,1960.0,6,6150,
424,H8887,2015,1.0,0,N,V,V,U,300.0,4,,   .,6150,
425,H9259,2012,1.0,1,V,N,O,R,484.0,4,1970.0,3,6150,
426,H8710,2016,0.99726776,0,N,V,V,U,600.0,4,,   .,6152,
427,H11551,2014,1.0,0,N,V,V,U,18109.0,4,1980.0,   .,6155,
428,H12448,2014,1.0,0,N,V,V,U,2004.0,4,,   .,6155,
429,H12449,2015,1.0,0,N,V,V,U,2004.0,4,,   .,6155,
430,H7480,2014,1.0,0,V,N,O,R,5500.0,4,2003.0,4,6155,
431,H7482,2016,1.0,0,V,N,O,R,5500.0,4,2003.0,4,6155,
432,H8527,2013,1.0,0,N,V,V,U,1100.0,4,,   .,6155,
433,H8528,2013,0.41369863,0,V,V,V,U,3300.0,4,,   .,6155,
434,H8529,2012,1.0,0,N,V,V,U,3700.0,4,,   .,6155,
435,H10166,2014,1.0,0,V,N,O,R,840.0,4,1965.0,4,6157,
436,H12328,2014,1.0,0,V,N,O,R,2970.0,4,1977.0,4,6157,
437,H749,2013,1.0,0,V,N,O,R,100.0,4,1940.0,4,6157,
438,H8489,2014,1.0,0,V,N,O,R,2750.0,4,1980.0,2,6157,
439,H10982,2012,1.0,0,N,V,V,U,240.0,4,1960.0,   .,6159,
440,H11284,2013,1.0,0,N,V,V,U,190.0,4,1980.0,   .,6159,
441,H12501,2015,1.0,0,V,N,O,R,650.0,4,1968.0,5,6159,
442,H7871,2013,1.0,0,N,V,V,U,450.0,4,1960.0,   .,6159,
443,H8310,2013,0.495890411,0,V,N,O,R,1000.0,4,1960.0,3,6159,
444,H8314,2013,0.997260274,0,V,N,O,R,450.0,4,1968.0,2,6159,
445,H8460,2013,1.0,0,V,V,V,U,270.0,4,1960.0,   .,6159,
446,H8461,2015,1.0,0,V,V,V,U,270.0,4,1960.0,   .,6159,
447,H8463,2013,1.0,0,N,V,V,U,250.0,4,,   .,6159,
448,H8464,2014,1.0,0,N,V,V,U,250.0,4,,   .,6159,
449,H8466,2016,0.99726776,0,V,N,O,R,1350.0,4,1993.0,1,6159,
450,H8468,2015,1.0,0,V,N,O,R,480.0,4,1940.0,3,6159,
451,H8471,2013,1.0,0,N,V,V,U,783.0,4,,   .,6159,
452,H8472,2014,1.0,0,N,V,V,U,783.0,4,,   .,6159,
453,H8476,2013,1.0,0,N,V,V,U,390.0,4,1960.0,   .,6159,
454,H8478,2012,1.0,0,V,N,O,R,180.0,4,1900.0,3,6159,
455,H8480,2016,1.0,0,V,N,O,R,180.0,4,1900.0,3,6159,
456,H8482,2013,1.0,0,V,N,O,R,515.0,4,1920.0,3,6159,
457,H8483,2014,1.0,0,V,N,O,R,515.0,4,1920.0,3,6159,
458,H8484,2016,0.99726776,0,V,N,O,R,515.0,4,1920.0,3,6159,
459,H8485,2012,1.0,0,V,N,O,R,365.0,4,1900.0,4,6159,
460,H8739,2012,1.0,0,V,V,V,U,600.0,4,1960.0,   .,6159,
461,H8743,2015,0.41369863,0,N,V,V,U,550.0,4,,   .,6159,
462,H9928,2015,1.0,0,V,N,O,R,520.0,4,1953.0,3,6159,
463,H9929,2016,1.0,0,V,N,O,R,520.0,4,1953.0,3,6159,
464,H8510,2012,1.0,0,V,V,V,U,450.0,4,,   .,6903,
465,H8738,2015,1.0,0,N,V,V,U,1910.0,4,,   .,6906,
466,H11464,2013,1.0,0,N,V,V,U,3137.0,1,1980.0,   .,7102,
467,H11465,2013,1.0,0,N,V,V,U,2700.0,1,1980.0,   .,7102,
468,H8618,2012,1.0,0,V,N,O,R,1050.0,1,1989.0,3,7281,
469,H12170,2015,1.0,0,N,V,V,U,790.0,1,1980.0,   .,8105,
470,H12171,2016,0.035519126,0,N,V,V,U,790.0,1,1980.0,   .,8105,
471,H12384,2013,1.0,0,N,V,V,U,875.0,1,1960.0,   .,8105,
472,H8054,2012,1.0,0,N,V,V,U,604.0,1,1960.0,   .,8105,
473,H11385,2014,1.0,1,N,V,V,U,5470.0,2,1988.0,   .,9185,
474,H12452,2014,1.0,0,V,N,O,R,1000.0,1,2006.0,3,10333,
475,H11415,2013,0.452054795,0,N,V,V,U,320.0,2,1980.0,   .,11262,
476,H11639,2013,1.0,1,V,N,O,R,250.0,2,1950.0,3,11262,
477,H12376,2012,0.24863388,0,N,V,V,U,460.0,2,1960.0,   .,11262,
478,H937,2012,1.0,0,V,V,V,U,1100.0,2,1980.0,   .,11262,
479,H938,2013,1.0,0,V,V,V,U,1100.0,2,1980.0,   .,11262,
480,H12108,2012,1.0,0,N,V,V,U,1947.0,2,1988.0,   .,11441,
481,H11211,2012,1.0,0,V,N,O,R,860.0,1,2002.0,3,12052,
482,H986,2012,1.0,0,V,V,V,U,850.0,1,1960.0,   .,12145,
483,H7653,2012,1.0,0,N,V,V,U,1980.0,1,1980.0,   .,12202,
484,H12236,2014,1.0,0,N,V,V,U,1060.0,1,,   .,12300,
485,H10028,2014,1.0,0,V,V,V,U,1450.0,2,1960.0,   .,13001,
486,H10029,2016,0.99726776,0,V,V,V,U,1450.0,2,1960.0,   .,13001,
487,H10079,2012,1.0,0,V,V,V,U,3300.0,2,1960.0,   .,13001,
488,H10107,2015,1.0,0,V,V,V,U,500.0,2,,   .,13001,
489,H10155,2012,1.0,0,V,V,V,U,1300.0,2,,   .,13001,
490,H10550,2013,1.0,0,V,V,V,U,1700.0,2,1960.0,   .,13001,
491,H10551,2014,1.0,0,V,V,V,U,1700.0,2,1960.0,   .,13001,
492,H1119,2015,1.0,0,N,V,V,U,450.0,1,1960.0,   .,13001,
493,H1136,2016,1.0,0,V,N,O,R,575.0,2,1890.0,4,13001,
494,H11634,2013,1.0,1,N,V,V,U,1485.0,2,1988.0,   .,13001,
495,H12228,2013,1.0,1,N,V,V,U,525.0,1,1980.0,   .,13001,
496,H12282,2015,1.0,0,N,V,V,U,870.0,2,1960.0,   .,13001,
497,H7512,2013,1.0,1,V,V,V,U,987.0,2,1980.0,   .,13001,
498,H7581,2012,1.0,0,N,V,V,U,600.0,2,1960.0,   .,13001,
499,H9704,2014,1.0,0,V,N,O,R,3933.0,2,1930.0,4,13001,
500,H9785,2015,1.0,0,V,N,O,R,2520.0,2,1960.0,4,13001,
501,H9921,2014,1.0,0,V,V,V,U,1000.0,2,1960.0,   .,13001,
502,H9922,2013,1.0,0,V,V,V,U,1000.0,2,1960.0,   .,13001,
503,H9924,2013,1.0,0,V,V,V,U,400.0,2,1960.0,   .,13001,
504,H9936,2012,1.0,0,V,V,V,U,3360.0,2,1960.0,   .,13001,
505,H9984,2012,1.0,0,V,N,O,R,3800.0,1,1960.0,3,13001,
506,H9987,2014,1.0,0,V,V,V,U,300.0,2,,   .,13001,
507,H9988,2012,1.0,0,V,V,V,U,200.0,2,1960.0,   .,13001,
508,H10530,2014,1.0,0,V,V,V,U,130.0,1,1960.0,   .,13002,
509,H10001,2013,1.0,0,V,N,O,R,852.0,1,1994.0,3,13004,
510,H10131,2014,1.0,0,V,V,V,U,1220.0,1,1980.0,   .,13004,
511,H10715,2014,1.0,0,V,N,O,R,600.0,1,1950.0,3,13004,
512,H11118,2012,1.0,0,V,N,O,R,850.0,1,1950.0,5,13004,
513,H11119,2013,1.0,0,V,N,O,R,850.0,1,1950.0,5,13004,
514,H11773,2013,1.0,0,V,N,O,R,900.0,1,2006.0,3,13004,
515,H11927,2014,1.0,0,V,N,O,R,350.0,1,1930.0,4,13004,
516,H7546,2012,0.961748634,0,V,V,V,U,1000.0,1,1960.0,   .,13004,
517,H7881,2015,1.0,0,V,N,O,R,1200.0,1,1960.0,2,13004,
518,H8949,2015,1.0,0,V,V,V,U,1003.0,1,1960.0,   .,13004,
519,H11370,2013,0.41369863,0,V,V,V,U,200.0,1,1980.0,   .,13005,
520,H90,2015,1.0,0,N,V,V,U,4685.0,1,1980.0,   .,13005,
521,H9027,2013,1.0,0,V,N,O,R,700.0,1,2005.0,3,13019,
522,H10517,2015,1.0,1,V,N,O,R,2000.0,1,2003.0,6,13021,
523,H12546,2012,1.0,1,N,V,V,U,450.0,1,1960.0,   .,13021,
524,H12547,2015,0.364383562,1,N,V,V,U,450.0,1,1960.0,   .,13021,
525,H11655,2013,0.747945205,0,N,V,V,U,1503.0,1,1988.0,   .,13026,
526,H12173,2012,1.0,1,N,V,V,U,300.0,1,1960.0,   .,13028,
527,H10096,2012,1.0,0,V,V,V,U,400.0,1,1988.0,   .,13032,
528,H10097,2013,0.704109589,0,V,V,V,U,400.0,1,1988.0,   .,13032,
529,H10098,2012,1.0,0,V,V,V,U,350.0,1,1960.0,   .,13032,
530,H12402,2012,1.0,0,V,N,O,R,750.0,1,2007.0,3,13039,
531,H9956,2012,1.0,1,V,V,V,U,290.0,1,,   .,13039,
532,H9035,2012,1.0,0,V,V,V,U,9999.0,1,1980.0,   .,13047,
533,H9382,2013,0.0,1,N,V,V,U,8.0,1,,   .,13053,
534,H9384,2015,0.0,1,N,V,V,U,8.0,1,,   .,13053,
535,H10441,2016,1.0,0,V,V,V,U,1296.0,1,1960.0,   .,13054,
536,H8412,2013,1.0,0,N,V,V,U,2607.0,1,,   .,13054,
537,H10016,2014,1.0,0,V,V,V,U,1040.0,1,1960.0,   .,13056,
538,H10092,2016,0.99726776,1,V,N,O,R,650.0,1,1945.0,4,13056,
539,H10260,2012,1.0,1,V,N,O,R,1166.0,1,1999.0,4,13056,
540,H10261,2013,1.0,1,V,N,O,R,1166.0,1,1999.0,4,13056,
541,H10657,2012,1.0,0,V,V,V,U,4920.0,1,1960.0,   .,13056,
542,H11129,2012,1.0,0,N,V,V,U,600.0,1,1988.0,   .,13056,
543,H11565,2012,1.0,1,V,N,O,R,1327.0,1,2008.0,3,13056,
544,H11566,2015,1.0,1,V,N,O,R,1327.0,1,2008.0,3,13056,
545,H11607,2012,0.683060109,1,N,V,V,U,1169.0,1,1988.0,   .,13056,
546,H12439,2014,1.0,0,V,N,O,R,16250.0,1,1960.0,5,13056,
547,H7479,2015,1.0,0,N,N,O,R,2590.0,1,1960.0,5,13056,
548,H7630,2012,1.0,0,V,N,O,R,2000.0,1,1960.0,1,13056,
549,H79,2013,0.717808219,0,V,V,V,U,1508.0,1,1980.0,   .,13056,
550,H8400,2012,1.0,0,V,V,V,U,1250.0,1,1960.0,   .,13056,
551,H8401,2012,1.0,0,N,V,V,U,5578.0,1,1960.0,   .,13056,
552,H9554,2012,1.0,0,V,V,V,U,1600.0,1,1960.0,   .,13056,
553,H9687,2013,1.0,0,V,V,V,U,320.0,1,1960.0,   .,13056,
554,H10521,2012,1.0,0,V,V,V,U,720.0,1,,   .,13071,
555,H11740,2015,1.0,0,N,V,V,U,1200.0,1,,   .,13077,
556,H9969,2012,1.0,0,V,V,V,U,4260.0,1,,   .,13077,
557,H11793,2012,1.0,0,N,V,V,U,1660.0,1,1980.0,   .,13096,
558,H7853,2015,1.0,0,N,V,V,U,1145.0,1,1988.0,   .,13097,
559,H7499,2013,1.0,0,N,V,V,U,800.0,1,1980.0,   .,13103,
560,H10063,2015,1.0,0,V,V,V,U,3060.0,1,1980.0,   .,13104,
561,H10146,2014,1.0,0,V,N,O,R,350.0,1,1970.0,3,13104,
562,H11673,2012,1.0,1,N,V,V,U,1420.0,1,1988.0,   .,13104,
563,H10402,2013,1.0,0,V,V,V,U,2500.0,1,1960.0,   .,13106,
564,H10403,2016,0.99726776,0,V,V,V,U,2500.0,1,1960.0,   .,13106,
565,H11948,2012,1.0,0,N,V,V,U,2400.0,1,1980.0,   .,13119,
566,H10010,2014,1.0,0,V,V,V,U,760.0,2,1960.0,   .,13201,
567,H10089,2013,1.0,0,V,V,V,U,1100.0,2,1960.0,   .,13201,
568,H10099,2012,1.0,0,V,V,V,U,1200.0,2,1960.0,   .,13201,
569,H10105,2015,1.0,0,V,V,V,U,840.0,2,1980.0,   .,13201,
570,H10125,2016,0.99726776,0,V,V,V,U,1750.0,2,1960.0,   .,13201,
571,H10137,2014,1.0,0,V,V,V,U,435.0,2,1960.0,   .,13201,
572,H10138,2015,1.0,0,V,V,V,U,435.0,2,1960.0,   .,13201,
573,H10139,2016,0.038251366,0,V,V,V,U,435.0,2,1960.0,   .,13201,
574,H10185,2014,1.0,0,V,V,V,U,610.0,2,1960.0,   .,13201,
575,H10343,2012,1.0,0,V,N,O,R,560.0,2,1850.0,3,13201,
576,H10666,2015,1.0,0,V,V,V,U,750.0,2,,   .,13201,
577,H10679,2015,1.0,0,V,V,V,U,450.0,2,1960.0,   .,13201,
578,H10680,2013,1.0,0,V,V,V,U,310.0,2,,   .,13201,
579,H10890,2012,1.0,0,N,V,V,U,900.0,2,1960.0,   .,13201,
580,H10891,2013,1.0,0,N,V,V,U,900.0,2,1960.0,   .,13201,
581,H11190,2013,1.0,0,N,V,V,U,750.0,2,1960.0,   .,13201,
582,H11390,2014,0.495890411,1,N,V,V,U,490.0,2,1960.0,   .,13201,
583,H11401,2015,1.0,0,N,V,V,U,780.0,2,1960.0,   .,13201,
584,H11402,2016,0.99726776,0,N,V,V,U,780.0,2,1960.0,   .,13201,
585,H11772,2016,1.0,0,N,V,V,U,400.0,2,1960.0,   .,13201,
586,H11787,2014,0.915068493,0,N,V,V,U,725.0,2,1960.0,   .,13201,
587,H12113,2013,0.0,0,N,V,V,U,365.0,2,1960.0,   .,13201,
588,H12143,2016,0.99726776,0,V,N,O,R,1090.0,2,1958.0,5,13201,
589,H12184,2013,1.0,0,N,V,V,U,600.0,2,1960.0,   .,13201,
590,H12346,2013,1.0,0,V,N,O,R,1300.0,2,1950.0,5,13201,
591,H12420,2013,1.0,0,N,V,V,U,660.0,2,1960.0,   .,13201,
592,H12466,2012,1.0,1,N,V,V,U,460.0,2,1960.0,   .,13201,
593,H12601,2012,1.0,0,N,V,V,U,575.0,2,1960.0,   .,13201,
594,H7660,2013,1.0,0,N,V,V,U,600.0,2,1960.0,   .,13201,
595,H7661,2014,1.0,0,N,V,V,U,600.0,2,1960.0,   .,13201,
596,H7865,2013,0.610958904,0,N,V,V,U,480.0,2,1960.0,   .,13201,
597,H8414,2012,0.415300546,0,N,V,V,U,501.0,2,,   .,13201,
598,H9170,2016,0.994535519,1,V,N,O,R,1350.0,2,1940.0,4,13201,
599,H9212,2016,0.99726776,1,V,V,V,U,1900.0,2,1960.0,   .,13201,
600,H9219,2013,1.0,1,N,V,V,U,350.0,2,1960.0,   .,13201,
601,H9220,2015,1.0,1,N,V,V,U,350.0,2,1960.0,   .,13201,
602,H9563,2016,0.99726776,0,V,V,V,U,700.0,2,1960.0,   .,13201,
603,H9587,2014,1.0,0,V,V,V,U,400.0,2,1960.0,   .,13201,
604,H9602,2012,1.0,0,V,V,V,U,5700.0,2,1960.0,   .,13201,
605,H9609,2012,1.0,0,V,V,V,U,1100.0,2,1960.0,   .,13201,
606,H9610,2013,1.0,0,V,V,V,U,1100.0,2,1960.0,   .,13201,
607,H9635,2014,1.0,0,V,V,V,U,570.0,2,1960.0,   .,13201,
608,H9636,2016,0.99726776,0,V,V,V,U,570.0,2,1960.0,   .,13201,
609,H9735,2012,1.0,0,V,N,O,R,500.0,2,1950.0,4,13201,
610,H9736,2013,1.0,0,V,N,O,R,500.0,2,1950.0,4,13201,
611,H9737,2015,1.0,0,V,N,O,R,500.0,2,1950.0,4,13201,
612,H9745,2014,1.0,0,V,N,O,R,500.0,2,1920.0,5,13201,
613,H9798,2013,0.271232877,0,V,N,O,R,1200.0,2,1940.0,7,13201,
614,H9830,2013,1.0,0,V,V,V,U,350.0,2,1960.0,   .,13201,
615,H9834,2014,1.0,0,V,N,O,R,2600.0,2,1970.0,6,13201,
616,H9835,2016,1.0,0,V,N,O,R,2600.0,2,1970.0,6,13201,
617,H10121,2013,1.0,0,V,V,V,U,250.0,2,,   .,13202,
618,H10506,2014,1.0,0,V,V,V,U,535.0,2,,   .,13202,
619,H10565,2014,1.0,0,V,N,O,R,390.0,2,1850.0,5,13202,
